"","trial","subject","ttype","run","gallery_left","gallery_right","art_left","art_right","stim_left","stim_right","val_left","val_right","rt","key_press","choice","chosen_val","chosen_gal","chosen_art","chosen_stim","unchosen_val","unchosen_gal","unchosen_art","unchosen_stim","chosen_val_grp","unchosen_val_grp"
"8374",4,"o5vjaaoz","learn_value","1","Marina","Marina","Roh","Roh","Rohla2.jpeg","Rohlb2.jpeg",20,20,1109.79999997653,75,"Right",20,"Marina","Roh","Rohlb2.jpeg",20,"Marina","Roh","Rohla2.jpeg","medium","medium"
"8375",5,"o5vjaaoz","learn_value","1","Benedict","Cordelia","Mon","Dek","Monb2n.jpeg","Deka3n.jpeg",80,0,1317.39500002004,74,"Left",80,"Benedict","Mon","Monb2n.jpeg",0,"Cordelia","Dek","Deka3n.jpeg","high","low"
"8376",6,"o5vjaaoz","learn_value","1","Cordelia","Cordelia","Dek","Dek","Deka2n.jpeg","Deka1n.jpeg",20,0,1011.02499995613,75,"Right",0,"Cordelia","Dek","Deka1n.jpeg",20,"Cordelia","Dek","Deka2n.jpeg","low","low"
"8377",7,"o5vjaaoz","learn_value","1","Cordelia","Marina","Dek","Roh","Dekob3.jpeg","Rohb3n.jpeg",0,60,1835.58499999344,74,"Left",0,"Cordelia","Dek","Dekob3.jpeg",60,"Marina","Roh","Rohb3n.jpeg","low","medium"
"8378",8,"o5vjaaoz","learn_value","1","Marina","Cordelia","Roh","Dek","Rohla3.jpeg","Dekoa1.jpeg",40,40,859.029999992345,75,"Right",40,"Cordelia","Dek","Dekoa1.jpeg",40,"Marina","Roh","Rohla3.jpeg","low","medium"
"8379",9,"o5vjaaoz","learn_value","1","Cordelia","Cordelia","Dek","Dek","Dekoa1.jpeg","Dekob3.jpeg",40,0,1377.35500000417,74,"Left",40,"Cordelia","Dek","Dekoa1.jpeg",0,"Cordelia","Dek","Dekob3.jpeg","low","low"
"8380",10,"o5vjaaoz","learn_value","1","Benedict","Benedict","Mon","Mon","Monb1n.jpeg","Mondb2.jpeg",60,60,1030.77000001213,74,"Left",60,"Benedict","Mon","Monb1n.jpeg",60,"Benedict","Mon","Mondb2.jpeg","high","high"
"8381",11,"o5vjaaoz","learn_value","1","Benedict","Cordelia","Mon","Dek","Monb2n.jpeg","Dekoa1.jpeg",80,40,1986.435000028,74,"Left",80,"Benedict","Mon","Monb2n.jpeg",40,"Cordelia","Dek","Dekoa1.jpeg","high","low"
"8382",12,"o5vjaaoz","learn_value","1","Cordelia","Marina","Dek","Roh","Deka2n.jpeg","Rohb3n.jpeg",20,60,1313.28499998199,75,"Right",60,"Marina","Roh","Rohb3n.jpeg",20,"Cordelia","Dek","Deka2n.jpeg","medium","low"
"8383",13,"o5vjaaoz","learn_value","1","Marina","Marina","Roh","Roh","Rohla3.jpeg","Rohla2.jpeg",40,20,1575.96500002546,74,"Left",40,"Marina","Roh","Rohla3.jpeg",20,"Marina","Roh","Rohla2.jpeg","medium","medium"
"8384",14,"o5vjaaoz","learn_value","1","Benedict","Benedict","Mon","Mon","Mondb3.jpeg","Monb2n.jpeg",40,80,1619.24500000896,74,"Left",40,"Benedict","Mon","Mondb3.jpeg",80,"Benedict","Mon","Monb2n.jpeg","high","high"
"8385",15,"o5vjaaoz","learn_value","1","Marina","Marina","Roh","Roh","Rohla1.jpeg","Rohlb2.jpeg",60,20,1186.0100000049,74,"Left",60,"Marina","Roh","Rohla1.jpeg",20,"Marina","Roh","Rohlb2.jpeg","medium","medium"
"8386",16,"o5vjaaoz","learn_value","1","Cordelia","Cordelia","Dek","Dek","Dekoa2.jpeg","Deka2n.jpeg",20,20,1334.44999996573,75,"Right",20,"Cordelia","Dek","Deka2n.jpeg",20,"Cordelia","Dek","Dekoa2.jpeg","low","low"
"8387",17,"o5vjaaoz","learn_value","1","Marina","Marina","Roh","Roh","Rohla2.jpeg","Roha1n.jpeg",20,60,1726.94500000216,75,"Right",60,"Marina","Roh","Roha1n.jpeg",20,"Marina","Roh","Rohla2.jpeg","medium","medium"
"8388",18,"o5vjaaoz","learn_value","1","Marina","Marina","Roh","Roh","Rohb3n.jpeg","Rohla1.jpeg",60,60,1293.73500001384,74,"Left",60,"Marina","Roh","Rohb3n.jpeg",60,"Marina","Roh","Rohla1.jpeg","medium","medium"
"8389",19,"o5vjaaoz","learn_value","1","Benedict","Cordelia","Mon","Dek","Mondb3.jpeg","Deka3n.jpeg",40,0,1685.24500000058,75,"Right",0,"Cordelia","Dek","Deka3n.jpeg",40,"Benedict","Mon","Mondb3.jpeg","low","high"
"8390",20,"o5vjaaoz","learn_value","1","Cordelia","Cordelia","Dek","Dek","Deka2n.jpeg","Deka3n.jpeg",20,0,764.704999979585,74,"Left",20,"Cordelia","Dek","Deka2n.jpeg",0,"Cordelia","Dek","Deka3n.jpeg","low","low"
"8391",21,"o5vjaaoz","learn_value","1","Marina","Cordelia","Roh","Dek","Rohla1.jpeg","Deka3n.jpeg",60,0,1321.15500001237,74,"Left",60,"Marina","Roh","Rohla1.jpeg",0,"Cordelia","Dek","Deka3n.jpeg","medium","low"
"8392",22,"o5vjaaoz","learn_value","1","Marina","Cordelia","Roh","Dek","Roha1n.jpeg","Dekoa2.jpeg",60,20,1923.08500001673,74,"Left",60,"Marina","Roh","Roha1n.jpeg",20,"Cordelia","Dek","Dekoa2.jpeg","medium","low"
"8393",23,"o5vjaaoz","learn_value","1","Cordelia","Cordelia","Dek","Dek","Dekob3.jpeg","Deka3n.jpeg",0,0,1384.35499998741,74,"Left",0,"Cordelia","Dek","Dekob3.jpeg",0,"Cordelia","Dek","Deka3n.jpeg","low","low"
"8394",24,"o5vjaaoz","learn_value","1","Cordelia","Benedict","Dek","Mon","Deka3n.jpeg","Monb1n.jpeg",0,60,890.294999990147,75,"Right",60,"Benedict","Mon","Monb1n.jpeg",0,"Cordelia","Dek","Deka3n.jpeg","high","low"
"8395",25,"o5vjaaoz","learn_value","1","Cordelia","Cordelia","Dek","Dek","Dekob3.jpeg","Dekoa2.jpeg",0,20,1650.41000000201,75,"Right",20,"Cordelia","Dek","Dekoa2.jpeg",0,"Cordelia","Dek","Dekob3.jpeg","low","low"
"8396",26,"o5vjaaoz","learn_value","1","Marina","Benedict","Roh","Mon","Rohlb2.jpeg","Monb1n.jpeg",20,60,2162.27500000969,75,"Right",60,"Benedict","Mon","Monb1n.jpeg",20,"Marina","Roh","Rohlb2.jpeg","high","medium"
"8397",27,"o5vjaaoz","learn_value","1","Cordelia","Marina","Dek","Roh","Deka2n.jpeg","Rohlb2.jpeg",20,20,603.660000022501,75,"Right",20,"Marina","Roh","Rohlb2.jpeg",20,"Cordelia","Dek","Deka2n.jpeg","medium","low"
"8398",28,"o5vjaaoz","learn_value","1","Cordelia","Benedict","Dek","Mon","Deka2n.jpeg","Monb2n.jpeg",20,80,1379.30500000948,75,"Right",80,"Benedict","Mon","Monb2n.jpeg",20,"Cordelia","Dek","Deka2n.jpeg","high","low"
"8399",29,"o5vjaaoz","learn_value","1","Benedict","Benedict","Mon","Mon","Monb3n.jpeg","Monb2n.jpeg",60,80,534.830000018701,75,"Right",80,"Benedict","Mon","Monb2n.jpeg",60,"Benedict","Mon","Monb3n.jpeg","high","high"
"8400",30,"o5vjaaoz","learn_value","1","Benedict","Benedict","Mon","Mon","Mona1n.jpeg","Mondb3.jpeg",80,40,1766.40000002226,75,"Right",40,"Benedict","Mon","Mondb3.jpeg",80,"Benedict","Mon","Mona1n.jpeg","high","high"
"8401",31,"o5vjaaoz","learn_value","1","Cordelia","Benedict","Dek","Mon","Dekoa1.jpeg","Mondb3.jpeg",40,40,1314.90499997744,74,"Left",40,"Cordelia","Dek","Dekoa1.jpeg",40,"Benedict","Mon","Mondb3.jpeg","low","high"
"8402",32,"o5vjaaoz","learn_value","1","Marina","Benedict","Roh","Mon","Rohb3n.jpeg","Monb3n.jpeg",60,60,2904.79500003858,75,"Right",60,"Benedict","Mon","Monb3n.jpeg",60,"Marina","Roh","Rohb3n.jpeg","high","medium"
"8403",33,"o5vjaaoz","learn_value","1","Cordelia","Marina","Dek","Roh","Deka1n.jpeg","Rohlb2.jpeg",0,20,1440.72999997297,75,"Right",20,"Marina","Roh","Rohlb2.jpeg",0,"Cordelia","Dek","Deka1n.jpeg","medium","low"
"8404",34,"o5vjaaoz","learn_value","1","Cordelia","Cordelia","Dek","Dek","Dekoa1.jpeg","Deka3n.jpeg",40,0,1334.61000001989,74,"Left",40,"Cordelia","Dek","Dekoa1.jpeg",0,"Cordelia","Dek","Deka3n.jpeg","low","low"
"8405",35,"o5vjaaoz","learn_value","1","Marina","Marina","Roh","Roh","Rohla3.jpeg","Roha1n.jpeg",40,60,1431.184999994,74,"Left",40,"Marina","Roh","Rohla3.jpeg",60,"Marina","Roh","Roha1n.jpeg","medium","medium"
"8406",36,"o5vjaaoz","learn_value","1","Cordelia","Cordelia","Dek","Dek","Dekob3.jpeg","Deka1n.jpeg",0,0,805.37000001641,74,"Left",0,"Cordelia","Dek","Dekob3.jpeg",0,"Cordelia","Dek","Deka1n.jpeg","low","low"
"8407",37,"o5vjaaoz","learn_value","1","Marina","Benedict","Roh","Mon","Rohlb2.jpeg","Mona1n.jpeg",20,80,1227.36499999883,75,"Right",80,"Benedict","Mon","Mona1n.jpeg",20,"Marina","Roh","Rohlb2.jpeg","high","medium"
"8408",38,"o5vjaaoz","learn_value","1","Benedict","Cordelia","Mon","Dek","Mondb3.jpeg","Deka1n.jpeg",40,0,835.260000021663,74,"Left",40,"Benedict","Mon","Mondb3.jpeg",0,"Cordelia","Dek","Deka1n.jpeg","high","low"
"8409",39,"o5vjaaoz","learn_value","1","Marina","Marina","Roh","Roh","Rohla3.jpeg","Rohb3n.jpeg",40,60,2348.79499999806,75,"Right",60,"Marina","Roh","Rohb3n.jpeg",40,"Marina","Roh","Rohla3.jpeg","medium","medium"
"8410",40,"o5vjaaoz","learn_value","1","Cordelia","Benedict","Dek","Mon","Dekob3.jpeg","Monb1n.jpeg",0,60,720.275000028778,75,"Right",60,"Benedict","Mon","Monb1n.jpeg",0,"Cordelia","Dek","Dekob3.jpeg","high","low"
"8411",41,"o5vjaaoz","learn_value","1","Benedict","Benedict","Mon","Mon","Mondb3.jpeg","Monb1n.jpeg",40,60,538.984999991953,75,"Right",60,"Benedict","Mon","Monb1n.jpeg",40,"Benedict","Mon","Mondb3.jpeg","high","high"
"8412",42,"o5vjaaoz","learn_value","1","Benedict","Cordelia","Mon","Dek","Mona1n.jpeg","Deka3n.jpeg",80,0,743.550000013784,74,"Left",80,"Benedict","Mon","Mona1n.jpeg",0,"Cordelia","Dek","Deka3n.jpeg","high","low"
"8413",43,"o5vjaaoz","learn_value","1","Marina","Marina","Roh","Roh","Roha1n.jpeg","Rohlb2.jpeg",60,20,2499.33000002056,75,"Right",20,"Marina","Roh","Rohlb2.jpeg",60,"Marina","Roh","Roha1n.jpeg","medium","medium"
"8414",44,"o5vjaaoz","learn_value","1","Benedict","Benedict","Mon","Mon","Monb3n.jpeg","Mondb3.jpeg",60,40,1945.9050000296,74,"Left",60,"Benedict","Mon","Monb3n.jpeg",40,"Benedict","Mon","Mondb3.jpeg","high","high"
"8415",45,"o5vjaaoz","learn_value","1","Benedict","Cordelia","Mon","Dek","Mona1n.jpeg","Deka1n.jpeg",80,0,1022.93500001542,74,"Left",80,"Benedict","Mon","Mona1n.jpeg",0,"Cordelia","Dek","Deka1n.jpeg","high","low"
"8416",46,"o5vjaaoz","learn_value","1","Marina","Benedict","Roh","Mon","Rohla1.jpeg","Mondb3.jpeg",60,40,1620.80500001321,74,"Left",60,"Marina","Roh","Rohla1.jpeg",40,"Benedict","Mon","Mondb3.jpeg","medium","high"
"8417",47,"o5vjaaoz","learn_value","2","Benedict","Benedict","Mon","Mon","Monb3n.jpeg","Mona1n.jpeg",60,80,1409.56499997992,75,"Right",80,"Benedict","Mon","Mona1n.jpeg",60,"Benedict","Mon","Monb3n.jpeg","high","high"
"8418",48,"o5vjaaoz","learn_value","2","Cordelia","Benedict","Dek","Mon","Deka2n.jpeg","Mona1n.jpeg",20,80,1163.72500004945,75,"Right",80,"Benedict","Mon","Mona1n.jpeg",20,"Cordelia","Dek","Deka2n.jpeg","high","low"
"8419",49,"o5vjaaoz","learn_value","2","Benedict","Marina","Mon","Roh","Monb3n.jpeg","Roha1n.jpeg",60,60,1867.94500000542,74,"Left",60,"Benedict","Mon","Monb3n.jpeg",60,"Marina","Roh","Roha1n.jpeg","high","medium"
"8420",50,"o5vjaaoz","learn_value","2","Cordelia","Cordelia","Dek","Dek","Deka2n.jpeg","Dekoa1.jpeg",20,40,1163.824999996,75,"Right",40,"Cordelia","Dek","Dekoa1.jpeg",20,"Cordelia","Dek","Deka2n.jpeg","low","low"
"8421",51,"o5vjaaoz","learn_value","2","Benedict","Benedict","Mon","Mon","Monb2n.jpeg","Monb1n.jpeg",80,60,3744.04999997932,75,"Right",60,"Benedict","Mon","Monb1n.jpeg",80,"Benedict","Mon","Monb2n.jpeg","high","high"
"8422",52,"o5vjaaoz","learn_value","2","Benedict","Cordelia","Mon","Dek","Mona1n.jpeg","Deka2n.jpeg",80,20,945.089999993797,74,"Left",80,"Benedict","Mon","Mona1n.jpeg",20,"Cordelia","Dek","Deka2n.jpeg","high","low"
"8423",53,"o5vjaaoz","learn_value","2","Cordelia","Cordelia","Dek","Dek","Deka3n.jpeg","Dekoa2.jpeg",0,20,1925.17999996198,75,"Right",20,"Cordelia","Dek","Dekoa2.jpeg",0,"Cordelia","Dek","Deka3n.jpeg","low","low"
"8424",54,"o5vjaaoz","learn_value","2","Marina","Marina","Roh","Roh","Rohb3n.jpeg","Rohlb2.jpeg",60,20,1777.58000005269,75,"Right",20,"Marina","Roh","Rohlb2.jpeg",60,"Marina","Roh","Rohb3n.jpeg","medium","medium"
"8425",55,"o5vjaaoz","learn_value","2","Cordelia","Marina","Dek","Roh","Deka2n.jpeg","Rohla3.jpeg",20,40,1085.26000002166,75,"Right",40,"Marina","Roh","Rohla3.jpeg",20,"Cordelia","Dek","Deka2n.jpeg","medium","low"
"8426",56,"o5vjaaoz","learn_value","2","Marina","Benedict","Roh","Mon","Roha1n.jpeg","Monb1n.jpeg",60,60,1237.28000000119,75,"Right",60,"Benedict","Mon","Monb1n.jpeg",60,"Marina","Roh","Roha1n.jpeg","high","medium"
"8427",57,"o5vjaaoz","learn_value","2","Marina","Cordelia","Roh","Dek","Roha1n.jpeg","Deka1n.jpeg",60,0,1554.02999999933,74,"Left",60,"Marina","Roh","Roha1n.jpeg",0,"Cordelia","Dek","Deka1n.jpeg","medium","low"
"8428",58,"o5vjaaoz","learn_value","2","Cordelia","Cordelia","Dek","Dek","Deka2n.jpeg","Dekob3.jpeg",20,0,1917.50500001945,75,"Right",0,"Cordelia","Dek","Dekob3.jpeg",20,"Cordelia","Dek","Deka2n.jpeg","low","low"
"8429",59,"o5vjaaoz","learn_value","2","Benedict","Benedict","Mon","Mon","Mona1n.jpeg","Mondb2.jpeg",80,60,1165.85499997018,75,"Right",60,"Benedict","Mon","Mondb2.jpeg",80,"Benedict","Mon","Mona1n.jpeg","high","high"
"8430",60,"o5vjaaoz","learn_value","2","Marina","Benedict","Roh","Mon","Rohlb2.jpeg","Mondb2.jpeg",20,60,1698.43499996932,75,"Right",60,"Benedict","Mon","Mondb2.jpeg",20,"Marina","Roh","Rohlb2.jpeg","high","medium"
"8431",61,"o5vjaaoz","learn_value","2","Benedict","Benedict","Mon","Mon","Mona1n.jpeg","Monb1n.jpeg",80,60,2276.47499996237,74,"Left",80,"Benedict","Mon","Mona1n.jpeg",60,"Benedict","Mon","Monb1n.jpeg","high","high"
"8432",62,"o5vjaaoz","learn_value","2","Marina","Marina","Roh","Roh","Rohla1.jpeg","Roha1n.jpeg",60,60,3081.7799999495,74,"Left",60,"Marina","Roh","Rohla1.jpeg",60,"Marina","Roh","Roha1n.jpeg","medium","medium"
"8433",63,"o5vjaaoz","learn_value","2","Benedict","Marina","Mon","Roh","Mondb2.jpeg","Rohla2.jpeg",60,20,1290.01999995671,74,"Left",60,"Benedict","Mon","Mondb2.jpeg",20,"Marina","Roh","Rohla2.jpeg","high","medium"
"8434",64,"o5vjaaoz","learn_value","2","Benedict","Benedict","Mon","Mon","Mondb3.jpeg","Mondb2.jpeg",40,60,2791.33500001626,75,"Right",60,"Benedict","Mon","Mondb2.jpeg",40,"Benedict","Mon","Mondb3.jpeg","high","high"
"8435",65,"o5vjaaoz","learn_value","2","Benedict","Benedict","Mon","Mon","Mondb2.jpeg","Monb2n.jpeg",60,80,1614.69000001671,75,"Right",80,"Benedict","Mon","Monb2n.jpeg",60,"Benedict","Mon","Mondb2.jpeg","high","high"
"8436",66,"o5vjaaoz","learn_value","2","Cordelia","Cordelia","Dek","Dek","Deka1n.jpeg","Dekoa2.jpeg",0,20,864.06499997247,75,"Right",20,"Cordelia","Dek","Dekoa2.jpeg",0,"Cordelia","Dek","Deka1n.jpeg","low","low"
"8437",67,"o5vjaaoz","learn_value","2","Cordelia","Marina","Dek","Roh","Deka3n.jpeg","Rohla2.jpeg",0,20,2006.715000025,75,"Right",20,"Marina","Roh","Rohla2.jpeg",0,"Cordelia","Dek","Deka3n.jpeg","medium","low"
"8438",68,"o5vjaaoz","learn_value","2","Marina","Benedict","Roh","Mon","Rohla2.jpeg","Monb2n.jpeg",20,80,693.139999988489,75,"Right",80,"Benedict","Mon","Monb2n.jpeg",20,"Marina","Roh","Rohla2.jpeg","high","medium"
"8439",69,"o5vjaaoz","learn_value","2","Benedict","Benedict","Mon","Mon","Monb3n.jpeg","Monb1n.jpeg",60,60,599.410000024363,75,"Right",60,"Benedict","Mon","Monb1n.jpeg",60,"Benedict","Mon","Monb3n.jpeg","high","high"
"8440",70,"o5vjaaoz","learn_value","2","Benedict","Marina","Mon","Roh","Mondb2.jpeg","Rohla3.jpeg",60,40,1018.30500003416,74,"Left",60,"Benedict","Mon","Mondb2.jpeg",40,"Marina","Roh","Rohla3.jpeg","high","medium"
"8441",71,"o5vjaaoz","learn_value","2","Marina","Marina","Roh","Roh","Rohb3n.jpeg","Roha1n.jpeg",60,60,2932.33999999939,75,"Right",60,"Marina","Roh","Roha1n.jpeg",60,"Marina","Roh","Rohb3n.jpeg","medium","medium"
"8442",72,"o5vjaaoz","learn_value","2","Cordelia","Cordelia","Dek","Dek","Deka1n.jpeg","Dekoa1.jpeg",0,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8443",73,"o5vjaaoz","learn_value","2","Cordelia","Cordelia","Dek","Dek","Dekoa1.jpeg","Dekoa2.jpeg",40,20,1281.8650000263,75,"Right",20,"Cordelia","Dek","Dekoa2.jpeg",40,"Cordelia","Dek","Dekoa1.jpeg","low","low"
"8444",74,"o5vjaaoz","learn_value","2","Benedict","Marina","Mon","Roh","Monb3n.jpeg","Rohla3.jpeg",60,40,857.160000014119,74,"Left",60,"Benedict","Mon","Monb3n.jpeg",40,"Marina","Roh","Rohla3.jpeg","high","medium"
"8445",75,"o5vjaaoz","learn_value","2","Benedict","Benedict","Mon","Mon","Monb3n.jpeg","Mondb2.jpeg",60,60,1796.4599999832,75,"Right",60,"Benedict","Mon","Mondb2.jpeg",60,"Benedict","Mon","Monb3n.jpeg","high","high"
"8446",76,"o5vjaaoz","learn_value","2","Benedict","Cordelia","Mon","Dek","Monb2n.jpeg","Deka1n.jpeg",80,0,954.324999998789,74,"Left",80,"Benedict","Mon","Monb2n.jpeg",0,"Cordelia","Dek","Deka1n.jpeg","high","low"
"8447",77,"o5vjaaoz","learn_value","2","Marina","Marina","Roh","Roh","Rohlb2.jpeg","Rohla3.jpeg",20,40,956.55500004068,74,"Left",20,"Marina","Roh","Rohlb2.jpeg",40,"Marina","Roh","Rohla3.jpeg","medium","medium"
"8448",78,"o5vjaaoz","learn_value","2","Benedict","Cordelia","Mon","Dek","Monb3n.jpeg","Deka1n.jpeg",60,0,1695.96500002081,74,"Left",60,"Benedict","Mon","Monb3n.jpeg",0,"Cordelia","Dek","Deka1n.jpeg","high","low"
"8449",79,"o5vjaaoz","learn_value","2","Benedict","Marina","Mon","Roh","Monb1n.jpeg","Rohla3.jpeg",60,40,800.800000026356,74,"Left",60,"Benedict","Mon","Monb1n.jpeg",40,"Marina","Roh","Rohla3.jpeg","high","medium"
"8450",80,"o5vjaaoz","learn_value","2","Marina","Cordelia","Roh","Dek","Rohla2.jpeg","Dekoa1.jpeg",20,40,1636.85499998974,75,"Right",40,"Cordelia","Dek","Dekoa1.jpeg",20,"Marina","Roh","Rohla2.jpeg","low","medium"
"8451",81,"o5vjaaoz","learn_value","2","Marina","Marina","Roh","Roh","Rohla3.jpeg","Rohla1.jpeg",40,60,1097.88999997545,75,"Right",60,"Marina","Roh","Rohla1.jpeg",40,"Marina","Roh","Rohla3.jpeg","medium","medium"
"8452",82,"o5vjaaoz","learn_value","2","Benedict","Benedict","Mon","Mon","Monb2n.jpeg","Mona1n.jpeg",80,80,776.355000038166,74,"Left",80,"Benedict","Mon","Monb2n.jpeg",80,"Benedict","Mon","Mona1n.jpeg","high","high"
"8453",83,"o5vjaaoz","learn_value","2","Marina","Cordelia","Roh","Dek","Rohla3.jpeg","Deka1n.jpeg",40,0,822.540000022855,74,"Left",40,"Marina","Roh","Rohla3.jpeg",0,"Cordelia","Dek","Deka1n.jpeg","medium","low"
"8454",84,"o5vjaaoz","learn_value","2","Marina","Benedict","Roh","Mon","Roha1n.jpeg","Mondb3.jpeg",60,40,1741.91000004066,74,"Left",60,"Marina","Roh","Roha1n.jpeg",40,"Benedict","Mon","Mondb3.jpeg","medium","high"
"8455",85,"o5vjaaoz","learn_value","2","Cordelia","Marina","Dek","Roh","Deka1n.jpeg","Roha1n.jpeg",0,60,2215.32499999739,75,"Right",60,"Marina","Roh","Roha1n.jpeg",0,"Cordelia","Dek","Deka1n.jpeg","medium","low"
"8456",86,"o5vjaaoz","learn_value","2","Cordelia","Marina","Dek","Roh","Deka3n.jpeg","Rohlb2.jpeg",0,20,1397.94499997515,75,"Right",20,"Marina","Roh","Rohlb2.jpeg",0,"Cordelia","Dek","Deka3n.jpeg","medium","low"
"8457",87,"o5vjaaoz","learn_value","2","Marina","Marina","Roh","Roh","Rohla1.jpeg","Rohla2.jpeg",60,20,769.604999979492,74,"Left",60,"Marina","Roh","Rohla1.jpeg",20,"Marina","Roh","Rohla2.jpeg","medium","medium"
"8458",88,"o5vjaaoz","learn_value","2","Cordelia","Cordelia","Dek","Dek","Deka3n.jpeg","Deka1n.jpeg",0,0,702.85000000149,74,"Left",0,"Cordelia","Dek","Deka3n.jpeg",0,"Cordelia","Dek","Deka1n.jpeg","low","low"
"8459",89,"o5vjaaoz","learn_value","2","Marina","Benedict","Roh","Mon","Rohb3n.jpeg","Monb3n.jpeg",60,60,1556.32000003243,75,"Right",60,"Benedict","Mon","Monb3n.jpeg",60,"Marina","Roh","Rohb3n.jpeg","high","medium"
"8460",90,"o5vjaaoz","learn_value","2","Benedict","Marina","Mon","Roh","Mondb2.jpeg","Rohb3n.jpeg",60,60,893.924999982119,74,"Left",60,"Benedict","Mon","Mondb2.jpeg",60,"Marina","Roh","Rohb3n.jpeg","high","medium"
"8461",1,"xskb7u61","learn_value","1","Benedict","Cordelia","Rot","Cli","Rotha3.jpeg","Clia3n.jpeg",0,20,980.77500006184,75,"Right",20,"Cordelia","Cli","Clia3n.jpeg",0,"Benedict","Rot","Rotha3.jpeg","medium","low"
"8462",2,"xskb7u61","learn_value","1","Cordelia","Cordelia","Cli","Cli","Clia3n.jpeg","Clifa1.jpeg",20,60,868.275000015274,75,"Right",60,"Cordelia","Cli","Clifa1.jpeg",20,"Cordelia","Cli","Clia3n.jpeg","medium","medium"
"8463",3,"xskb7u61","learn_value","1","Marina","Marina","Roh","Roh","Rohla3.jpeg","Rohb3n.jpeg",60,80,1061.07999989763,74,"Left",60,"Marina","Roh","Rohla3.jpeg",80,"Marina","Roh","Rohb3n.jpeg","high","high"
"8464",4,"xskb7u61","learn_value","1","Marina","Marina","Roh","Roh","Rohla2.jpeg","Roha1n.jpeg",40,80,848.650000058115,75,"Right",80,"Marina","Roh","Roha1n.jpeg",40,"Marina","Roh","Rohla2.jpeg","high","high"
"8465",5,"xskb7u61","learn_value","1","Cordelia","Cordelia","Cli","Cli","Clifa2.jpeg","Clia2n.jpeg",20,40,1010.78999997117,74,"Left",20,"Cordelia","Cli","Clifa2.jpeg",40,"Cordelia","Cli","Clia2n.jpeg","medium","medium"
"8466",6,"xskb7u61","learn_value","1","Benedict","Cordelia","Rot","Cli","Rotb2n.jpeg","Clifa2.jpeg",40,20,764.040000038221,74,"Left",40,"Benedict","Rot","Rotb2n.jpeg",20,"Cordelia","Cli","Clifa2.jpeg","low","medium"
"8467",7,"xskb7u61","learn_value","1","Marina","Marina","Roh","Roh","Rohla2.jpeg","Rohlb2.jpeg",40,40,932.37500009127,74,"Left",40,"Marina","Roh","Rohla2.jpeg",40,"Marina","Roh","Rohlb2.jpeg","high","high"
"8468",8,"xskb7u61","learn_value","1","Marina","Marina","Roh","Roh","Rohb3n.jpeg","Rohla1.jpeg",80,80,604.939999990165,75,"Right",80,"Marina","Roh","Rohla1.jpeg",80,"Marina","Roh","Rohb3n.jpeg","high","high"
"8469",9,"xskb7u61","learn_value","1","Cordelia","Cordelia","Cli","Cli","Clia3n.jpeg","Clib1n.jpeg",20,40,714.424999896437,75,"Right",40,"Cordelia","Cli","Clib1n.jpeg",20,"Cordelia","Cli","Clia3n.jpeg","medium","medium"
"8470",10,"xskb7u61","learn_value","1","Marina","Benedict","Roh","Rot","Rohlb2.jpeg","Rotb1n.jpeg",40,40,1027.46000001207,75,"Right",40,"Benedict","Rot","Rotb1n.jpeg",40,"Marina","Roh","Rohlb2.jpeg","low","high"
"8471",11,"xskb7u61","learn_value","1","Cordelia","Benedict","Cli","Rot","Clib3n.jpeg","Rotb1n.jpeg",60,40,583.790000062436,74,"Left",60,"Cordelia","Cli","Clib3n.jpeg",40,"Benedict","Rot","Rotb1n.jpeg","medium","low"
"8472",12,"xskb7u61","learn_value","1","Marina","Cordelia","Roh","Cli","Roha1n.jpeg","Clib3n.jpeg",80,60,544.035000028089,74,"Left",80,"Marina","Roh","Roha1n.jpeg",60,"Cordelia","Cli","Clib3n.jpeg","high","medium"
"8473",13,"xskb7u61","learn_value","1","Benedict","Benedict","Rot","Rot","Rothb2.jpeg","Rota1n.jpeg",20,20,836.134999990463,74,"Left",20,"Benedict","Rot","Rothb2.jpeg",20,"Benedict","Rot","Rota1n.jpeg","low","low"
"8474",14,"xskb7u61","learn_value","1","Benedict","Cordelia","Rot","Cli","Rothb2.jpeg","Clib1n.jpeg",20,40,824.670000001788,74,"Left",20,"Benedict","Rot","Rothb2.jpeg",40,"Cordelia","Cli","Clib1n.jpeg","low","medium"
"8475",15,"xskb7u61","learn_value","1","Marina","Marina","Roh","Roh","Rohb3n.jpeg","Roha1n.jpeg",80,80,596.325000049546,75,"Right",80,"Marina","Roh","Roha1n.jpeg",80,"Marina","Roh","Rohb3n.jpeg","high","high"
"8476",16,"xskb7u61","learn_value","1","Marina","Marina","Roh","Roh","Rohla2.jpeg","Rohla3.jpeg",40,60,859.234999865294,75,"Right",60,"Marina","Roh","Rohla3.jpeg",40,"Marina","Roh","Rohla2.jpeg","high","high"
"8477",17,"xskb7u61","learn_value","1","Benedict","Benedict","Rot","Rot","Rotb1n.jpeg","Rotb2n.jpeg",40,40,890.320000005886,75,"Right",40,"Benedict","Rot","Rotb2n.jpeg",40,"Benedict","Rot","Rotb1n.jpeg","low","low"
